AUTOBAGGING_META_MODEL:
[32256.707,14768.523,19254.7,1766.5104,-236819.67,-254307.86,-195633.23,-214598.2,-224937.83,-242426.03,-95029.16,-112517.34,161635.52,144147.31,657920.25,638955.2,-28945.855,-46434.047,89753.9,72265.71,40832.047,23343.86,-12624.538,-31589.514,32256.707,14768.523,19254.7,1766.5104,-236819.67,-254307.86,-195633.23,-214598.2,-224937.83,-242426.03,-95029.16,-112517.34,161635.52,144147.31,657920.25,638955.2,-28945.855,-46434.047,89753.9,72265.71,40832.047,23343.86,-12624.538,-31589.514,32256.707,14768.523,19254.7,1766.5104,-236819.67,-254307.86,-195633.23,-214598.2,-224937.83,-242426.03,-95029.16,-112517.34,161635.52,144147.31,657920.25,638955.2,-28945.855,-46434.047,89753.9,72265.71,40832.047,23343.86,-12624.538,-31589.514,],
[66110.12,36835.12,62675.78,33400.805,-39195.99,-68470.98,-86110.14,-92655.41,-119717.94,-148992.95,-101348.26,-130623.23,-17328.164,-46603.137,200886.19,194340.94,-14548.711,-43823.688,-7387.926,-36662.902,46494.96,17219.988,-100728.266,-107273.52,66110.12,36835.12,62675.78,33400.805,-39195.99,-68470.98,-86110.14,-92655.41,-119717.94,-148992.95,-101348.26,-130623.23,-17328.164,-46603.137,200886.19,194340.94,-14548.711,-43823.688,-7387.926,-36662.902,46494.96,17219.988,-100728.266,-107273.52,66110.12,36835.12,62675.78,33400.805,-39195.99,-68470.98,-86110.14,-92655.41,-119717.94,-148992.95,-101348.26,-130623.23,-17328.164,-46603.137,200886.19,194340.94,-14548.711,-43823.688,-7387.926,-36662.902,46494.96,17219.988,-100728.266,-107273.52,],
[160280.11,162207.64,143260.27,145187.8,-81418.64,-79491.11,88954.836,89397.945,97430.25,99357.81,99336.734,101264.28,-61375.594,-59448.047,287686.38,288129.5,135756.08,139024.16,130884.945,134153.0,-59964.547,-56696.49,9612.1455,11395.745,160280.11,162207.64,143260.27,145187.8,-81418.64,-79491.11,88954.836,89397.945,97430.25,99357.81,99336.734,101264.28,-61375.594,-59448.047,287686.38,288129.5,135756.08,139024.16,130884.945,134153.0,-59964.547,-56696.49,9612.1455,11395.745,160280.11,162207.64,143260.27,145187.8,-81418.64,-79491.11,88954.836,89397.945,97430.25,99357.81,99336.734,101264.28,-61375.594,-59448.047,287686.38,288129.5,135756.08,139024.16,130884.945,134153.0,-59964.547,-56696.49,9612.1455,11395.745,],
[23960.08,18891.605,10958.066,5889.592,-9482.845,-14551.322,-17651.85,-24197.107,-38889.785,-43958.258,-30087.783,-35156.26,13437.9,8369.427,183957.36,177412.11,9533.681,4465.205,7126.7783,2058.3042,20515.252,15446.782,-30316.547,-36861.805,23960.08,18891.605,10958.066,5889.592,-9482.845,-14551.322,-17651.85,-24197.107,-38889.785,-43958.258,-30087.783,-35156.26,13437.9,8369.427,183957.36,177412.11,9533.681,4465.205,7126.7783,2058.3042,20515.252,15446.782,-30316.547,-36861.805,23960.08,18891.605,10958.066,5889.592,-9482.845,-14551.322,-17651.85,-24197.107,-38889.785,-43958.258,-30087.783,-35156.26,13437.9,8369.427,183957.36,177412.11,9533.681,4465.205,7126.7783,2058.3042,20515.252,15446.782,-30316.547,-36861.805,],
[336073.7,337993.56,385599.47,387519.38,447317.44,449237.25,597631.1,598074.25,583169.06,585088.94,666831.6,668751.5,792516.1,794435.94,1121518.2,1121961.5,298668.8,300588.7,371122.47,373042.34,466669.7,468589.56,574320.4,574763.5,336073.7,337993.56,385599.47,387519.38,447317.44,449237.25,597631.1,598074.25,583169.06,585088.94,666831.6,668751.5,792516.1,794435.94,1121518.2,1121961.5,298668.8,300588.7,371122.47,373042.34,466669.7,468589.56,574320.4,574763.5,336073.7,337993.56,385599.47,387519.38,447317.44,449237.25,597631.1,598074.25,583169.06,585088.94,666831.6,668751.5,792516.1,794435.94,1121518.2,1121961.5,298668.8,300588.7,371122.47,373042.34,466669.7,468589.56,574320.4,574763.5,],
[354078.56,336282.75,337058.7,319262.88,258632.14,238282.94,412383.9,412826.97,168250.42,150454.66,170156.89,152361.12,277622.28,257273.08,696502.56,696945.6,259037.48,246866.8,254166.25,241995.66,331494.4,316770.47,384936.9,391005.2,354078.56,336282.75,337058.7,319262.88,258632.14,238282.94,412383.9,412826.97,168250.42,150454.66,170156.89,152361.12,277622.28,257273.08,696502.56,696945.6,259037.48,246866.8,254166.25,241995.66,331494.4,316770.47,384936.9,391005.2,354078.56,336282.75,337058.7,319262.88,258632.14,238282.94,412383.9,412826.97,168250.42,150454.66,170156.89,152361.12,277622.28,257273.08,696502.56,696945.6,259037.48,246866.8,254166.25,241995.66,331494.4,316770.47,384936.9,391005.2,],
[14034428.0,4640936.5,13205942.0,3339401.5,16846056.0,6778179.5,16649428.0,4374049.5,9646990.0,5645050.0,17921758.0,15467960.0,40808960.0,38660580.0,79255100.0,77486080.0,11930672.0,6669271.0,9001220.0,5505045.5,10502528.0,7311774.5,6535709.0,3724294.5,13796002.0,4640936.5,13356258.0,3339401.5,17090576.0,6778179.5,17642334.0,4779348.5,9484450.0,5720935.0,18147958.0,15543846.0,41129370.0,38736464.0,80323890.0,77967256.0,11692248.0,6669271.0,9151534.0,5505045.5,10747048.0,7311774.5,7528614.5,4129594.2,12456844.0,4293030.0,12463612.0,2930058.5,16460646.0,6493018.5,17465500.0,4811009.5,8710492.0,5784260.5,17820512.0,15545734.0,40901172.0,38699070.0,80376400.0,78074300.0,10818502.0,6732595.5,8513604.0,5506933.5,10208368.0,7274386.5,7270647.0,4236641.5,],
[149659.75,144591.27,136657.73,131589.25,36465.312,31396.828,43612.605,37067.348,86809.89,81741.41,95611.89,90543.42,59386.043,54317.566,245221.8,238676.55,135233.31,130164.87,132826.42,127757.97,66463.42,61394.95,30947.896,24402.64,149659.75,144591.27,136657.73,131589.25,36465.312,31396.828,43612.605,37067.348,86809.89,81741.41,95611.89,90543.42,59386.043,54317.566,245221.8,238676.55,135233.31,130164.87,132826.42,127757.97,66463.42,61394.95,30947.896,24402.64,149659.75,144591.27,136657.73,131589.25,36465.312,31396.828,43612.605,37067.348,86809.89,81741.41,95611.89,90543.42,59386.043,54317.566,245221.8,238676.55,135233.31,130164.87,132826.42,127757.97,66463.42,61394.95,30947.896,24402.64,],
[-6839.302,-11907.774,-19841.303,-24909.787,-40282.23,-45350.7,-48451.246,-54996.504,-69689.16,-74757.63,-60887.16,-65955.63,-17361.488,-22429.967,153158.02,146612.75,-21265.695,-26334.172,-23672.602,-28741.074,-10284.122,-15352.597,-61115.945,-67661.195,-6839.302,-11907.774,-19841.303,-24909.787,-40282.23,-45350.7,-48451.246,-54996.504,-69689.16,-74757.63,-60887.16,-65955.63,-17361.488,-22429.967,153158.02,146612.75,-21265.695,-26334.172,-23672.602,-28741.074,-10284.122,-15352.597,-61115.945,-67661.195,-6839.302,-11907.774,-19841.303,-24909.787,-40282.23,-45350.7,-48451.246,-54996.504,-69689.16,-74757.63,-60887.16,-65955.63,-17361.488,-22429.967,153158.02,146612.75,-21265.695,-26334.172,-23672.602,-28741.074,-10284.122,-15352.597,-61115.945,-67661.195,],
[1221703.1,-117763.77,1208701.1,-130765.805,1002771.1,-336695.78,3137037.5,243794.84,841530.0,315320.53,971438.6,445228.8,1261528.0,735318.3,3937331.8,1857347.0,1094267.8,568058.25,1212967.2,686757.9,1197469.9,671260.75,3179447.5,1099461.5,1221703.1,-117763.77,1208701.1,-130765.805,1002771.1,-336695.78,3137037.5,243794.84,841530.0,315320.53,971438.6,445228.8,1261528.0,735318.3,3937331.8,1857347.0,1094267.8,568058.25,1212967.2,686757.9,1197469.9,671260.75,3179447.5,1099461.5,1221703.1,-117763.77,1208701.1,-130765.805,1002771.1,-336695.78,3137037.5,243794.84,841530.0,315320.53,971438.6,445228.8,1261528.0,735318.3,3937331.8,1857347.0,1094267.8,568058.25,1212967.2,686757.9,1197469.9,671260.75,3179447.5,1099461.5,],
