,0
0,14.560829323710237
1,22.340066158781074
2,13.936096631916598
3,22.148339347767976
4,13.997945068163594
5,22.54789828922748
6,14.157294172681102
7,23.175471130713714
8,12.443501337318626
9,12.288677375701685
10,12.499945234308683
11,11.657497584202085
12,14.214392513362597
13,13.128852709836941
14,17.5193732481416
15,16.741082364341086
16,15.882835471798984
17,20.330175755145685
18,15.494069099171345
19,19.572356990109597
20,15.691743517775997
21,20.181351911253678
22,15.301974739374499
23,20.515620823309277
24,14.939371157444533
25,22.246875835338145
26,14.581011093290563
27,23.529621090617482
28,14.438268511093291
29,21.748813819834268
30,14.018293905372895
31,22.0856555733761
32,12.535225495052499
33,12.099241771083936
34,12.62721892687421
35,11.763745236901897
36,14.239575726765214
37,13.074768338178293
38,17.755463344187184
39,16.946604464882387
40,16.610314755412993
41,20.954039695268644
42,16.560194466720127
43,20.75098569901096
44,16.35329791499599
45,20.308323309275593
46,15.470813285217856
47,20.131933306602512
48,14.850958968190323
49,20.636143410852714
50,14.144563619353114
51,23.188936781609197
52,14.231772921678695
53,22.680783881315158
54,14.438268511093291
55,21.69648823843892
56,12.582605301755303
57,12.020866742473602
58,12.648036924658484
59,11.744898243075045
60,14.25978086635295
61,13.131134191643275
62,17.776116537016193
63,16.943610787556807
64,16.537874231488907
65,21.588362068965516
66,16.557989174017642
67,21.329941860465116
68,16.697524057738573
69,21.68138532477947
70,16.35329791499599
71,20.325765169740713
72,0.5796809677041843
73,0.45261111841707496
74,0.5796809677041843
75,0.45244830264314917
76,0.5796809677041843
77,0.44723850830965306
78,0.5796809677041843
79,0.44241926734529763
80,0.05296314954610674
81,0.020768898824983145
82,0.0832523018960825
83,0.054835676470531156
84,0.18421524899132144
85,0.16285296505147517
86,0.34078962459639495
87,0.32841117016773985
88,0.5796809677041843
89,0.42504257751082497
90,0.5796809677041843
91,0.42477632646102026
92,0.5796809677041843
93,0.42477632646102026
94,0.5796809677041843
95,0.42477632646102026
96,0.5796809677041843
97,0.4523587230069187
98,0.5796809677041843
99,0.4481445177139499
100,0.5796809677041843
101,0.45335851946932104
102,0.5796809677041843
103,0.4496040970767429
104,0.05294300383557913
105,0.020445077532236105
106,0.0857480079597343
107,0.05739011438981847
108,0.18417713143865805
109,0.16250572884675385
110,0.3487890820339997
111,0.33669539030921525
112,0.5796809677041843
113,0.42504257751082497
114,0.5796809677041843
115,0.42477632646102026
116,0.5796809677041843
117,0.42477632646102026
118,0.5796809677041843
119,0.42477632646102026
120,0.5796809677041843
121,0.45176777237459453
122,0.5796809677041843
123,0.4478498532632663
124,0.5796809677041843
125,0.4495609189126804
126,0.5796809677041843
127,0.452662344547446
128,0.05293464063510714
129,0.0203766905719935
130,0.0857064308448197
131,0.05749077544070856
132,0.18415194956158285
133,0.1624340545155852
134,0.3488122471151832
135,0.3366560039568925
136,0.5796809677041843
137,0.42504257751082497
138,0.5796809677041843
139,0.42477632646102026
140,0.5796809677041843
141,0.42477632646102026
142,0.5796809677041843
143,0.42477632646102026
144,0.2860504375
145,0.40311710416666663
146,0.2860504375
147,0.40311710416666663
148,0.2860504375
149,0.40311710416666663
150,0.2860504375
151,0.40311710416666663
152,0.10866777733328695
153,0.12716842545482554
154,0.6975715498071166
155,0.6787985103682362
156,2.7440931162064497
157,2.7173082377333335
158,5.964546908921562
159,5.947821129009745
160,0.26371710416666666
161,0.3680171041666666
162,0.26371710416666666
163,0.4515671041666666
164,0.26371710416666666
165,0.4515671041666666
166,0.23921710416666664
167,0.4515671041666666
168,0.2860504375
169,0.40311710416666663
170,0.2860504375
171,0.40311710416666663
172,0.2860504375
173,0.3862837708333333
174,0.2860504375
175,0.3862837708333333
176,0.10952489864155476
177,0.12653588374773986
178,0.7487795696097379
179,0.7331977696764654
180,2.7426598495885317
181,2.718020672678003
182,6.122434909109792
183,6.104629586452142
184,0.26371710416666666
185,0.3680171041666666
186,0.26371710416666666
187,0.4515671041666666
188,0.26371710416666666
189,0.4515671041666666
190,0.26371710416666666
191,0.4515671041666666
192,0.35651710416666665
193,0.40311710416666663
194,0.2860504375
195,0.40311710416666663
196,0.2860504375
197,0.40311710416666663
198,0.2860504375
199,0.3862837708333333
200,0.10822123518484852
201,0.12327486141664865
202,0.7501916258565359
203,0.7338908541514341
204,2.742808851142352
205,2.7184349730390984
206,6.126896108722459
207,6.112801375981385
208,0.33418377083333334
209,0.3680171041666666
210,0.26371710416666666
211,0.4515671041666666
212,0.26371710416666666
213,0.4515671041666666
214,0.26371710416666666
215,0.4515671041666666
216,1554.076211734694
217,2424.3317389455783
218,1375.781781462585
219,2123.563881802721
220,1421.4088010204082
221,2250.662096088435
222,1410.9573767006802
223,2331.7583971088434
224,1407.0012977390998
225,1374.2932386054422
226,1416.732364388165
227,1337.5376850765306
228,1771.7801792550938
229,1705.9580156462584
230,2380.508789821814
231,2353.024876658163
232,1653.673044217687
233,2193.1956845238096
234,1553.5350765306123
235,2413.376594387755
236,1529.7995323129253
237,2341.4153911564626
238,1492.047831632653
239,2435.5054209183672
240,1422.2645620748299
241,2114.2883715986395
242,1380.4926658163265
243,2148.6173469387754
244,1426.0332695578231
245,2288.9261267006805
246,1418.562287414966
247,2203.4897959183672
248,1397.1627388597499
249,1339.6176070046768
250,1418.6184698894222
251,1342.4325223639455
252,1763.3068123082107
253,1709.868747714711
254,2421.1177309572663
255,2379.453840582483
256,1640.186968537415
257,2272.9929846938776
258,1564.9187925170068
259,2553.377551020408
260,1564.3771258503402
261,2553.377551020408
262,1540.2075892857144
263,2326.548044217687
264,1429.8355654761904
265,2146.203975340136
266,1394.3722363945578
267,2275.498724489796
268,1448.236288265306
269,2273.2673256802723
270,1469.1077806122448
271,2225.4338860544217
272,1397.5893809098066
273,1346.1277591810162
274,1419.3321195074561
275,1354.4623908083547
276,1769.0579106843934
277,1711.3072243755316
278,2413.4830589920443
279,2374.766072581845
280,1619.371598639456
281,2307.893601190476
282,1602.1768707482993
283,2428.860969387755
284,1595.5570790816328
285,2415.901785714286
286,1588.4313350340137
287,2548.8826530612246
288,114.94281000000001
289,125.06881000000001
290,182.76230999999999
291,190.53431
292,104.78581000000003
293,112.17981000000002
294,117.48831000000001
295,93.67081
296,134.88300435966278
297,101.07272048600008
298,191.56721466556428
299,169.82165156400004
300,523.6053416293722
301,498.820355276
302,1051.8636782240505
303,1037.953688037
304,106.00931
305,142.04131
306,106.46881
307,136.23931
308,106.46881
309,136.23931
310,106.46881
311,143.88331000000002
312,116.33481
313,153.65580999999997
314,182.76230999999999
315,147.06131
316,123.43481000000001
317,121.16481
318,104.98581000000003
319,106.12181000000001
320,133.79272110109562
321,95.49852329625007
322,193.85972934222818
323,160.31960814525002
324,513.9724769034858
325,479.98673736325
326,1074.4772924027905
327,1064.20509937275
328,106.00931
329,132.86681000000002
330,106.46881
331,105.35031000000001
332,106.46881
333,105.35031000000001
334,106.46881
335,105.18031
336,111.48231
337,111.82281
338,115.02381
339,147.25531
340,117.72081
341,105.73181000000001
342,117.77131
343,106.19481
344,131.6401121676956
345,95.68549214000011
346,192.82861689674732
347,162.3766304411247
348,508.4362574737904
349,478.4005168906872
350,1072.3184183112746
351,1051.5880578025
352,106.00931
353,128.42981
354,73.42831
355,105.35031000000001
356,73.42831
357,105.35031000000001
358,73.73381
359,105.35031000000001
360,1.7690090090090091
361,1.4853603603603602
