,Features.Entropy.Mean,Features.Entropy.StandardDeviation,Features.Entropy.Skew,Features.Entropy.Kurtosis,Features.MutualInformation.Mean,Features.MutualInformation.StandardDeviation,Features.MutualInformation.Skew,Features.MutualInformation.Kurtosis,FeaturesLabels.MutualInformation.Mean,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.MutualInformation.Skew,FeaturesLabels.MutualInformation.Kurtosis,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,Features.SpearmanCorrelation.Skew,Features.SpearmanCorrelation.Kurtosis,Features.Mean.Mean,Features.Mean.StandardDeviation,Features.Mean.Skew,Features.Mean.Kurtosis,Features.StandardDeviation.Mean,Features.StandardDeviation.StandardDeviation,Features.StandardDeviation.Skew,Features.StandardDeviation.Kurtosis,Features.Skew.Mean,Features.Skew.StandardDeviation,Features.Skew.Skew,Features.Skew.Kurtosis,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Features.Kurtosis.Skew,Features.Kurtosis.Kurtosis,Number of Examples,Number of Features,Number of Classes,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Skew,FeaturesLabels.SpearmanCorrelation.Kurtosis,n_estimators,pruning_method,pruning_cp,ds,Algorithm
10,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,-1,0.5,0,1
11,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,1,0.5,0,1
12,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,-1,0.75,0,1
13,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,1,0.75,0,1
14,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,-1,0.25,1,1
15,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,0,0.0,1,1
16,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,1,0.25,1,1
17,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,-1,0.5,1,1
18,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,1,0.5,1,1
19,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,-1,0.75,1,1
20,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,50,1,0.75,1,1
21,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.25,-1,1
22,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,0,0.0,-1,1
23,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.25,-1,1
24,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.5,-1,1
25,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.5,-1,1
26,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.75,-1,1
27,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.75,-1,1
28,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.25,0,1
29,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,0,0.0,0,1
30,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.25,0,1
31,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.5,0,1
32,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.5,0,1
33,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.75,0,1
34,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.75,0,1
35,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.25,1,1
36,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,0,0.0,1,1
37,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.25,1,1
38,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.5,1,1
39,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.5,1,1
40,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,-1,0.75,1,1
41,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,100,1,0.75,1,1
42,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.25,-1,1
43,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,0,0.0,-1,1
44,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.25,-1,1
45,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.5,-1,1
46,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.5,-1,1
47,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.75,-1,1
48,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.75,-1,1
49,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.25,0,1
50,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,0,0.0,0,1
51,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.25,0,1
52,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.5,0,1
53,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.5,0,1
54,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.75,0,1
55,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.75,0,1
56,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.25,1,1
57,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,0,0.0,1,1
58,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.25,1,1
59,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.5,1,1
60,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,1,0.5,1,1
61,,,,,0.06403498854629351,0.1988985415490506,4.182745581368318,16.592164095805877,0.10592727679523772,0.18549901705759553,3.5140999566544666,13.68800650978232,-0.019132624290657763,0.12402180007417653,0.34973436411274433,-0.991252839738836,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,898,39,5,,,,,200,-1,0.75,1,1
